machine_id,time,status,brand,usage_rate,temp_avg,age_machine,env_humidity,maintenance_freq,operator_experience,shock_events
11655,560.2,0,Alpha,0.8,65.5,5,49.6,1.23,4,0
11656,14.9,1,Beta,0.73,71.7,8,87.6,1.29,4,0
11657,485.2,0,Beta,0.89,67.7,3,85.6,1.77,3,0
11658,462.3,1,Alpha,0.82,71.6,10,45.8,1.05,4,2
11659,57.3,1,Alpha,0.88,66.4,2,87.8,0.54,2,0
11660,105.7,1,Gamma,0.53,65.2,9,71.3,1.79,3,1
11661,50.9,1,Alpha,0.74,59.4,5,71.9,1.1,3,0
11662,159.8,1,Alpha,0.32,60.2,9,53.6,1.59,4,1
11663,89.6,1,Alpha,0.49,67.1,10,46.4,0.81,2,0
11664,140.5,1,Gamma,0.6,59.3,4,78.6,0.95,3,1
11665,76.3,1,Beta,0.48,72.7,9,72.2,1.65,3,0
11666,1.9,1,Alpha,0.86,71.1,6,55.9,0.58,3,3
11667,124.3,1,Alpha,0.39,61.0,2,66.3,1.02,3,0
11668,295.5,1,Gamma,0.34,68.4,10,49.6,1.63,3,0
11669,74.6,1,Alpha,0.71,63.9,2,81.8,0.77,3,1
11670,148.6,1,Beta,0.58,65.6,2,77.7,1.03,3,0
11671,163.5,1,Gamma,0.65,66.1,7,77.8,1.44,3,0
11672,480.4,1,Alpha,0.61,61.1,3,32.3,0.55,3,0
11673,663.9,0,Alpha,0.41,53.2,9,79.0,0.78,2,1
11674,469.0,1,Beta,0.81,69.9,1,36.0,1.75,3,2
11675,345.3,0,Alpha,0.47,68.3,7,72.1,1.35,3,0
11676,584.4,0,Beta,0.51,71.6,8,74.9,0.71,2,0
11677,553.2,0,Beta,0.71,68.7,2,51.5,1.12,3,0
11678,296.1,1,Beta,0.31,63.7,5,50.7,0.91,3,0
11679,267.2,1,Gamma,0.51,64.5,5,41.1,0.99,2,0
11680,742.7,0,Beta,0.54,64.5,3,61.3,0.84,2,0
11681,103.3,1,Beta,0.55,69.0,1,62.7,0.5,3,0
11682,334.4,0,Gamma,0.74,64.9,9,78.6,0.8,2,2
11683,410.7,1,Gamma,0.72,72.3,9,43.9,1.45,3,0
11684,725.2,1,Alpha,0.54,65.1,7,57.0,1.79,2,1
11685,539.4,0,Beta,0.47,66.3,6,36.8,1.77,3,0
11686,211.7,1,Beta,0.85,69.9,3,78.6,0.91,3,1
11687,53.9,1,Beta,0.31,65.1,6,63.2,1.01,1,0
11688,1140.5,1,Beta,0.58,64.1,3,75.9,0.92,2,1
11689,165.4,1,Beta,0.55,62.6,1,72.6,0.54,2,0
11690,1073.9,1,Beta,0.72,71.0,4,82.5,0.67,2,0
11691,332.0,0,Gamma,0.66,73.8,9,80.8,2.17,4,0
11692,357.2,1,Alpha,0.44,69.8,2,66.1,1.21,4,0
11693,519.1,0,Alpha,0.34,63.6,9,62.7,0.88,2,0
11694,265.1,1,Gamma,0.84,68.8,5,81.4,0.6,2,1
11695,171.1,1,Beta,0.57,66.3,3,31.9,1.17,4,1
11696,358.0,1,Beta,0.89,64.4,2,67.2,1.02,3,0
11697,175.2,1,Gamma,0.72,63.4,5,81.8,1.49,4,0
11698,98.1,1,Beta,0.49,68.0,1,68.7,1.69,3,0
11699,521.8,0,Alpha,0.89,67.8,9,64.6,0.71,2,2
11700,364.4,0,Alpha,0.62,66.9,10,71.0,0.67,2,0
11701,363.9,1,Alpha,0.66,66.9,8,81.6,1.21,2,0
11702,846.3,0,Gamma,0.38,67.8,8,47.1,1.12,2,0
11703,958.4,0,Alpha,0.42,61.2,10,51.4,1.69,3,0
11704,507.1,1,Beta,0.33,60.4,2,83.1,0.86,3,1
11705,214.4,1,Gamma,0.59,60.8,2,39.9,1.11,3,0
11706,183.4,1,Alpha,0.68,66.2,5,65.4,0.95,4,0
11707,142.9,1,Beta,0.53,69.2,10,40.7,1.64,3,0
11708,426.8,0,Alpha,0.48,67.4,8,63.6,0.69,2,0
11709,663.6,1,Beta,0.58,65.9,6,42.8,0.89,3,0
11710,1187.4,0,Gamma,0.68,64.9,4,39.8,2.1,3,0
11711,846.0,0,Gamma,0.44,67.2,4,70.2,1.44,4,0
11712,108.6,1,Alpha,0.71,69.0,7,35.2,1.72,4,0
11713,256.9,1,Beta,0.5,62.3,1,62.6,0.9,3,0
11714,191.7,1,Alpha,0.67,70.4,8,39.7,1.89,3,1
11715,170.1,1,Gamma,0.49,70.1,10,56.9,1.04,3,0
11716,55.4,1,Alpha,0.34,61.2,9,78.4,1.43,2,0
11717,35.6,1,Beta,0.59,59.4,6,70.3,0.57,2,0
11718,23.5,1,Beta,0.85,59.8,4,78.9,1.67,3,1
11719,402.3,1,Alpha,0.47,65.0,7,74.2,1.62,4,0
11720,862.0,0,Gamma,0.49,64.3,7,38.1,0.8,2,1
11721,294.5,1,Alpha,0.45,69.5,3,63.2,1.98,4,0
11722,16.2,1,Alpha,0.77,56.5,5,56.6,1.72,4,0
11723,1099.0,0,Alpha,0.34,60.0,3,43.5,1.47,4,0
11724,295.3,1,Alpha,0.33,63.3,4,61.7,1.51,4,0
11725,388.0,1,Beta,0.41,64.5,2,59.8,1.72,3,0
11726,11.3,1,Beta,0.73,65.0,1,65.2,0.72,4,1
11727,55.2,1,Beta,0.89,72.2,4,81.7,1.1,2,1
11728,181.1,1,Gamma,0.36,58.6,6,81.3,1.35,3,0
11729,14.0,1,Beta,0.67,69.4,6,52.5,0.87,3,0
11730,434.7,1,Beta,0.4,72.9,5,34.9,1.42,3,1
11731,352.3,1,Alpha,0.83,57.7,9,71.0,1.28,3,2
11732,529.2,1,Alpha,0.89,59.4,1,38.4,1.19,3,0
11733,247.4,1,Gamma,0.49,68.8,4,85.6,1.54,3,2
11734,92.8,1,Gamma,0.48,62.3,3,75.4,2.17,3,1
11735,1138.5,0,Gamma,0.38,63.1,1,52.3,1.33,2,0
11736,150.4,1,Beta,0.36,67.2,6,48.8,1.19,3,0
11737,135.6,1,Beta,0.57,69.4,9,72.8,1.45,3,0
11738,228.0,1,Alpha,0.4,60.3,2,54.5,0.67,2,0
11739,2.0,1,Alpha,0.54,64.1,8,84.1,1.98,3,0
11740,41.6,1,Beta,0.58,58.5,6,70.0,0.63,2,1
11741,672.1,0,Alpha,0.75,56.9,4,71.9,0.89,3,0
11742,0.9,1,Gamma,0.79,63.9,10,31.7,1.78,4,1
11743,409.4,1,Alpha,0.46,66.8,4,39.9,0.5,2,0
11744,95.8,1,Gamma,0.77,62.6,8,63.8,0.85,2,1
11745,1169.9,0,Beta,0.54,67.1,2,69.2,0.81,2,0
11746,668.7,0,Gamma,0.53,53.3,4,81.8,1.08,2,0
11747,692.7,1,Gamma,0.57,64.8,7,88.4,0.85,4,0
11748,430.9,1,Gamma,0.31,56.9,8,34.8,2.03,3,1
11749,147.8,1,Alpha,0.75,72.5,7,40.3,1.06,3,1
11750,308.9,1,Beta,0.69,63.2,5,67.3,1.37,4,0
11751,345.9,1,Beta,0.56,63.2,9,84.7,0.51,3,1
11752,69.6,1,Beta,0.76,70.4,3,62.9,1.12,5,1
11753,526.8,0,Alpha,0.75,62.7,1,69.4,1.23,4,1
11754,221.5,1,Beta,0.85,62.3,10,37.7,1.57,4,1
11755,479.2,0,Gamma,0.33,63.7,7,42.0,1.53,4,0
11756,749.5,1,Alpha,0.63,57.3,2,41.4,1.37,3,0
11757,481.9,0,Beta,0.33,62.1,2,73.9,1.39,3,0
11758,106.6,1,Gamma,0.47,72.0,3,65.2,1.06,4,1
11759,15.2,1,Beta,0.65,62.3,7,66.1,0.62,2,0
11760,416.4,1,Gamma,0.78,61.7,10,65.0,2.15,4,0
11761,120.6,1,Alpha,0.41,63.0,9,87.8,0.63,2,0
11762,446.6,1,Beta,0.76,66.2,4,83.7,1.62,3,1
11763,656.7,0,Alpha,0.68,63.0,6,59.6,0.7,1,0
11764,72.1,1,Gamma,0.41,66.9,4,74.0,1.41,4,0
11765,126.3,1,Beta,0.36,66.9,5,86.6,1.15,4,1
11766,94.3,1,Alpha,0.57,59.8,9,85.4,0.78,5,1
11767,56.7,1,Gamma,0.33,67.7,9,47.1,1.75,4,0
11768,99.2,1,Beta,0.6,63.0,3,51.7,1.75,4,0
11769,101.3,1,Beta,0.61,68.5,1,76.5,0.71,2,0
11770,109.3,1,Alpha,0.67,70.7,3,88.7,1.4,3,0
11771,27.1,1,Gamma,0.78,62.1,8,52.7,2.15,2,2
11772,357.3,1,Alpha,0.76,65.0,2,86.0,0.72,2,0
11773,13.3,1,Alpha,0.87,60.7,3,86.7,1.17,3,0
11774,413.2,1,Gamma,0.71,62.8,8,74.4,1.81,3,1
11775,14.5,1,Beta,0.49,72.7,3,83.9,0.84,3,0
11776,364.4,1,Beta,0.54,67.7,1,60.9,1.25,2,0
11777,184.9,1,Alpha,0.51,65.9,1,68.0,1.93,3,0
11778,4.0,1,Beta,0.66,67.2,5,51.9,1.26,3,0
11779,187.7,1,Beta,0.72,66.7,6,46.4,0.79,2,0
11780,20.7,1,Gamma,0.84,69.6,10,71.6,1.98,4,1
11781,113.6,1,Alpha,0.54,65.6,8,63.7,0.91,3,1
11782,230.7,1,Beta,0.47,71.7,4,53.8,1.18,4,0
11783,125.7,1,Gamma,0.74,61.9,1,89.6,2.0,3,0
11784,94.4,1,Beta,0.62,56.2,1,39.4,0.77,3,0
11785,497.4,1,Beta,0.53,68.7,3,58.6,0.45,3,0
11786,106.0,1,Beta,0.32,59.8,7,56.4,0.98,3,0
11787,56.8,1,Beta,0.6,76.5,1,46.5,1.11,2,0
11788,565.4,1,Beta,0.72,59.8,1,58.8,1.71,3,0
11789,150.1,1,Gamma,0.88,72.1,9,32.2,1.62,3,2
11790,67.9,1,Beta,0.52,64.8,5,86.8,1.37,4,1
11791,872.3,1,Gamma,0.4,65.2,6,88.8,1.45,4,1
11792,714.5,1,Alpha,0.3,69.0,8,75.3,0.64,4,0
11793,217.2,1,Gamma,0.62,62.2,1,75.5,0.62,3,1
11794,477.6,0,Beta,0.64,54.3,5,44.5,0.87,3,0
11795,419.1,1,Alpha,0.47,57.6,3,39.6,0.91,4,0
11796,174.5,1,Gamma,0.37,62.2,5,59.4,1.17,2,0
11797,52.8,1,Beta,0.62,76.3,10,84.3,0.88,3,1
11798,167.4,1,Alpha,0.74,65.9,5,38.2,1.31,2,0
11799,364.7,1,Alpha,0.47,60.4,8,78.9,1.31,3,0
11800,116.7,1,Beta,0.84,72.8,8,50.5,1.66,3,0
11801,15.8,1,Gamma,0.41,56.8,7,48.3,0.61,3,1
11802,234.8,1,Beta,0.37,67.2,1,39.7,0.62,2,0
11803,115.1,1,Alpha,0.63,69.2,2,30.0,0.82,3,0
11804,183.5,1,Beta,0.45,64.6,6,50.6,0.59,3,1
11805,639.9,0,Beta,0.49,65.1,10,50.7,0.51,2,0
11806,36.4,1,Beta,0.49,62.4,9,65.0,1.11,3,1
11807,49.0,1,Beta,0.86,69.8,3,77.4,0.45,3,0
11808,323.8,1,Beta,0.55,68.5,2,55.5,0.82,3,0
11809,46.4,1,Beta,0.85,64.3,2,69.5,1.8,4,1
11810,703.0,0,Gamma,0.64,68.7,7,34.4,2.0,3,0
11811,51.1,1,Alpha,0.52,65.4,2,85.1,1.98,3,1
11812,371.3,1,Gamma,0.83,72.5,6,50.4,0.67,3,0
11813,139.2,1,Beta,0.75,64.0,4,76.2,1.71,3,1
11814,5.0,1,Alpha,0.84,65.9,2,30.6,1.19,4,1
11815,76.9,1,Beta,0.62,61.9,8,63.9,0.67,2,1
11816,447.4,1,Alpha,0.44,71.0,3,56.2,1.33,2,0
11817,330.6,1,Beta,0.36,68.6,1,31.3,0.46,2,1
11818,660.6,1,Beta,0.51,57.1,8,51.1,0.65,1,1
11819,264.0,1,Alpha,0.67,64.2,1,38.2,0.89,1,1
11820,5.8,1,Beta,0.79,67.6,9,77.3,1.32,3,1
11821,487.4,1,Alpha,0.73,72.9,1,57.3,1.16,4,0
11822,26.7,1,Beta,0.62,68.1,1,63.0,1.21,3,0
11823,258.1,1,Beta,0.84,59.0,3,51.0,0.81,3,1
11824,10.3,1,Alpha,0.59,71.0,6,78.3,1.23,4,2
11825,9.2,1,Gamma,0.79,66.2,1,58.3,1.9,3,1
11826,23.2,1,Alpha,0.87,67.3,2,66.0,1.3,2,2
11827,343.0,1,Alpha,0.4,58.1,8,83.8,1.22,3,1
11828,75.4,1,Beta,0.82,66.0,1,89.9,1.64,3,0
11829,642.6,0,Gamma,0.4,59.0,3,55.3,1.53,2,0
11830,505.6,1,Gamma,0.4,66.8,8,48.4,1.2,3,0
11831,93.0,1,Alpha,0.5,70.9,6,80.4,1.15,3,1
11832,79.0,1,Alpha,0.31,65.7,3,37.1,1.24,3,2
11833,80.8,1,Beta,0.8,74.3,8,59.6,1.35,4,1
11834,63.8,1,Alpha,0.51,61.7,3,46.9,0.8,3,0
11835,236.1,1,Alpha,0.86,70.2,4,83.5,1.69,3,1
11836,206.1,1,Gamma,0.57,66.6,3,79.1,1.86,4,2
11837,201.0,1,Alpha,0.83,62.0,6,30.7,1.25,4,2
11838,47.3,1,Alpha,0.51,68.0,8,89.6,0.94,3,0
11839,220.3,1,Beta,0.71,65.0,5,63.3,1.51,3,1
11840,50.0,1,Beta,0.73,70.2,9,57.6,0.86,2,0
11841,42.0,1,Alpha,0.43,60.4,9,89.5,1.5,4,0
11842,316.8,0,Beta,0.47,53.4,8,82.1,1.45,3,0
11843,457.2,1,Alpha,0.51,62.5,9,69.5,1.78,2,1
11844,101.1,1,Alpha,0.69,70.7,8,86.3,1.27,3,0
11845,270.5,1,Beta,0.33,68.4,9,41.4,1.3,4,0
11846,35.7,1,Gamma,0.65,65.7,8,31.0,0.86,2,0
11847,94.2,1,Beta,0.49,60.4,4,85.0,1.02,3,1
11848,210.4,1,Gamma,0.5,66.4,8,83.8,0.92,4,1
11849,112.5,1,Alpha,0.39,62.7,10,51.7,1.81,3,0
11850,297.1,1,Gamma,0.4,60.5,6,52.4,1.76,2,1
11851,619.3,1,Alpha,0.78,61.5,7,70.6,1.6,3,1
11852,582.5,1,Alpha,0.52,71.2,4,45.2,1.68,3,0
11853,233.4,1,Beta,0.45,64.3,9,42.2,0.71,2,1
11854,411.9,1,Alpha,0.76,63.6,5,57.6,1.67,3,0
11855,577.3,1,Beta,0.53,69.0,4,37.0,1.22,3,1
11856,639.0,0,Alpha,0.52,75.4,1,66.9,1.87,4,0
11857,340.2,0,Beta,0.69,70.5,5,71.1,1.79,4,0
11858,492.6,1,Gamma,0.74,61.1,10,32.8,0.72,2,0
11859,11.5,1,Beta,0.45,63.1,6,72.8,1.69,3,0
11860,651.9,1,Gamma,0.84,70.1,8,73.2,1.74,4,1
11861,148.4,1,Beta,0.7,65.0,8,76.5,1.7,3,1
11862,364.2,0,Gamma,0.49,68.5,3,48.8,1.62,3,1
11863,150.0,1,Beta,0.7,67.7,4,41.1,0.95,3,0
11864,506.4,0,Gamma,0.38,64.9,1,87.3,1.43,3,1
11865,205.7,1,Gamma,0.8,70.0,7,87.5,1.41,3,0
11866,245.9,1,Gamma,0.68,76.6,8,84.3,1.79,2,1
11867,308.2,1,Beta,0.55,61.8,8,71.9,0.59,3,0
11868,5.2,1,Beta,0.85,68.3,5,59.1,1.29,2,0
11869,129.0,1,Alpha,0.69,62.8,4,63.6,1.4,3,0
11870,111.0,1,Beta,0.69,70.0,7,39.7,1.33,3,0
11871,162.2,1,Beta,0.5,76.6,1,82.8,1.12,3,0
11872,477.6,1,Beta,0.53,65.2,6,45.0,0.93,3,0
11873,301.7,0,Alpha,0.73,70.6,1,45.8,0.89,3,0
11874,105.3,1,Beta,0.62,60.7,8,82.7,1.71,3,0
11875,105.0,1,Beta,0.31,59.4,7,82.5,0.48,3,0
11876,218.6,1,Alpha,0.85,63.0,9,37.6,0.72,3,1
11877,350.2,1,Beta,0.71,57.4,4,69.5,1.19,2,0
11878,465.9,1,Gamma,0.43,61.6,9,74.8,2.13,4,1
11879,582.1,0,Alpha,0.86,61.0,9,74.5,1.28,3,2
11880,707.8,1,Beta,0.52,58.1,7,31.6,0.89,3,0
11881,607.3,0,Beta,0.38,69.5,3,56.8,1.18,2,0
11882,817.0,0,Gamma,0.6,58.0,2,58.1,2.17,4,0
11883,466.4,1,Beta,0.36,65.8,7,73.2,1.44,4,0
11884,49.7,1,Alpha,0.38,66.2,7,55.5,1.68,2,1
11885,327.9,1,Beta,0.34,65.7,5,39.5,0.88,3,1
11886,363.1,1,Beta,0.48,71.4,6,89.4,0.69,3,2
11887,75.0,1,Gamma,0.44,77.0,10,31.3,1.96,4,0
11888,460.5,0,Alpha,0.37,59.7,2,55.4,0.76,4,0
11889,529.9,1,Beta,0.75,63.8,3,67.3,1.31,3,0
11890,501.2,1,Gamma,0.45,61.3,9,66.0,1.9,4,2
11891,20.2,1,Alpha,0.77,70.7,2,72.1,0.67,2,0
11892,35.8,1,Alpha,0.66,68.8,2,86.0,1.04,3,1
11893,369.2,0,Beta,0.48,59.0,2,85.2,0.94,4,1
11894,585.1,1,Gamma,0.48,65.1,1,35.1,1.13,2,0
11895,804.1,0,Gamma,0.57,59.4,6,86.1,0.95,3,1
11896,738.2,0,Beta,0.4,62.0,6,57.3,1.01,4,0
11897,787.2,0,Gamma,0.43,65.8,5,86.6,1.45,3,0
11898,416.7,0,Gamma,0.77,65.2,6,85.1,1.97,3,0
11899,63.0,1,Beta,0.81,67.4,2,35.2,0.76,3,1
11900,112.8,1,Beta,0.63,69.3,6,31.2,0.55,4,0
11901,509.4,1,Alpha,0.62,64.0,5,47.0,1.51,3,1
11902,57.7,1,Beta,0.45,68.5,3,68.2,1.2,4,1
11903,183.2,1,Beta,0.73,69.1,9,72.5,1.12,4,0
11904,219.8,1,Beta,0.61,58.8,3,40.9,0.94,2,0
11905,887.1,1,Gamma,0.72,64.2,5,89.3,2.1,3,1
11906,625.1,1,Gamma,0.79,64.3,8,46.7,1.76,3,0
11907,27.6,1,Gamma,0.53,68.0,5,49.0,1.13,1,0
11908,41.5,1,Alpha,0.4,69.8,5,75.0,1.78,3,0
11909,15.9,1,Alpha,0.52,66.3,8,71.6,0.92,3,1
11910,317.0,0,Gamma,0.55,65.1,8,56.8,1.51,3,0
11911,132.8,1,Gamma,0.37,72.1,7,81.7,0.79,3,1
11912,376.8,0,Gamma,0.45,66.1,10,35.2,1.83,3,0
11913,217.0,1,Alpha,0.74,64.7,10,50.2,0.53,3,0
11914,270.7,1,Alpha,0.75,66.7,9,85.6,1.76,5,0
11915,373.0,1,Gamma,0.6,72.4,3,40.7,1.49,3,0
11916,98.4,1,Beta,0.47,63.3,2,39.4,1.36,2,0
11917,848.0,1,Alpha,0.86,59.5,5,31.8,1.77,3,1
11918,511.2,0,Gamma,0.87,67.0,9,67.1,1.67,3,0
11919,133.9,1,Beta,0.82,63.4,2,50.9,0.71,3,1
11920,235.2,1,Beta,0.47,65.6,4,87.9,1.45,3,2
11921,100.3,1,Gamma,0.78,70.0,4,33.5,2.15,4,1
11922,142.4,1,Gamma,0.69,61.8,4,39.8,1.91,4,1
11923,256.0,1,Beta,0.31,66.5,1,68.6,1.19,3,1
11924,578.6,1,Gamma,0.68,75.2,3,38.5,2.03,3,1
11925,279.1,1,Alpha,0.7,56.0,2,36.8,0.99,3,0
11926,85.3,1,Alpha,0.51,71.6,7,57.2,1.12,2,0
11927,40.6,1,Beta,0.39,57.3,5,89.4,1.12,4,3
11928,105.1,1,Alpha,0.43,72.7,6,69.8,1.87,3,0
11929,67.8,1,Alpha,0.72,69.9,2,34.5,1.3,3,0
11930,807.4,1,Beta,0.5,64.5,5,79.5,1.54,3,1
11931,110.7,1,Beta,0.5,65.5,9,75.5,0.78,4,1
11932,86.5,1,Gamma,0.34,61.4,3,62.5,0.59,1,0
11933,162.0,1,Beta,0.85,63.7,1,43.1,0.68,4,0
11934,222.3,1,Alpha,0.77,67.0,5,68.8,1.93,3,1
11935,77.4,1,Beta,0.33,68.8,9,60.9,0.51,3,0
11936,292.5,1,Alpha,0.7,68.8,3,61.4,1.47,3,0
11937,409.7,1,Beta,0.45,61.3,3,81.6,1.75,3,0
11938,163.6,1,Alpha,0.42,68.5,6,38.2,1.03,3,1
11939,27.6,1,Gamma,0.62,69.9,1,52.3,1.7,3,0
11940,334.6,1,Beta,0.68,67.3,1,39.0,1.49,4,0
11941,145.4,1,Alpha,0.89,71.6,10,46.6,1.02,2,1
11942,499.0,1,Beta,0.58,56.8,3,74.2,0.48,1,0
11943,87.1,1,Gamma,0.66,63.9,7,40.1,1.06,4,0
11944,91.3,1,Gamma,0.36,67.2,5,37.1,1.91,3,1
11945,493.1,0,Gamma,0.62,68.0,3,58.6,1.68,3,0
11946,471.2,1,Gamma,0.56,75.6,5,46.3,1.76,4,1
11947,563.5,1,Alpha,0.89,69.3,2,71.3,1.3,2,0
11948,402.0,1,Beta,0.41,73.0,10,69.6,0.72,4,0
11949,30.3,1,Beta,0.57,67.6,6,77.0,0.54,3,0
11950,300.7,1,Gamma,0.84,65.7,3,83.7,0.84,3,2
11951,249.7,1,Gamma,0.32,67.3,4,41.0,1.07,4,0
11952,393.4,0,Gamma,0.55,70.6,1,34.7,2.05,3,0
11953,221.7,1,Alpha,0.68,68.7,4,69.7,1.67,3,0
11954,79.4,1,Beta,0.55,49.7,4,33.7,0.61,2,1
11955,183.7,1,Alpha,0.63,69.3,3,83.6,1.25,3,0
11956,55.3,1,Gamma,0.71,65.4,10,51.2,1.19,4,0
11957,210.1,1,Alpha,0.69,69.6,10,60.6,1.48,2,1
11958,263.6,1,Gamma,0.38,57.5,2,41.7,1.79,3,0
11959,303.8,1,Beta,0.7,66.3,9,31.2,1.76,3,0
11960,916.1,0,Gamma,0.48,69.6,6,61.6,2.19,3,0
11961,31.6,1,Alpha,0.74,69.4,9,62.2,1.11,2,1
11962,145.1,1,Beta,0.37,64.4,10,31.0,0.5,4,0
11963,95.9,1,Gamma,0.62,62.8,9,31.5,1.82,4,1
11964,200.4,1,Beta,0.37,55.3,7,85.8,0.77,2,1
11965,377.4,1,Beta,0.76,64.4,5,66.1,0.57,2,0
11966,269.0,1,Gamma,0.63,69.7,1,77.8,1.21,2,1
11967,132.5,1,Beta,0.51,63.6,3,64.2,1.64,3,0
11968,386.5,1,Alpha,0.6,68.9,5,52.9,1.19,4,0
11969,54.4,1,Alpha,0.59,65.5,4,49.8,1.22,2,0
11970,859.6,1,Gamma,0.55,59.5,2,76.1,1.82,3,2
11971,698.7,0,Beta,0.37,60.6,2,53.4,1.39,3,0
11972,683.1,0,Beta,0.74,68.8,2,33.5,1.03,4,0
11973,188.9,1,Beta,0.71,68.9,7,71.3,1.35,3,0
11974,462.1,0,Beta,0.38,59.1,1,44.4,1.23,3,0
11975,564.6,1,Alpha,0.82,66.1,2,68.3,1.26,4,0
11976,29.2,1,Beta,0.79,59.2,2,38.9,1.15,3,0
11977,33.8,1,Beta,0.72,67.7,8,57.7,1.61,2,0
11978,162.0,1,Beta,0.69,65.1,7,53.7,0.64,3,1
11979,69.3,1,Alpha,0.82,67.8,6,67.0,1.48,3,2
11980,364.2,0,Beta,0.85,60.6,3,65.2,0.58,3,1
11981,674.2,0,Alpha,0.73,64.7,2,65.2,0.96,2,0
11982,312.4,1,Alpha,0.53,62.8,2,55.8,0.72,3,0
11983,926.2,0,Gamma,0.47,70.5,3,57.9,2.03,4,0
11984,49.6,1,Beta,0.51,60.8,9,52.1,0.45,3,0
11985,47.0,1,Beta,0.82,66.6,2,43.9,0.56,2,1
11986,492.6,0,Alpha,0.47,65.7,4,81.6,0.57,3,1
11987,72.4,1,Alpha,0.8,70.1,7,64.1,1.8,3,0
11988,211.8,1,Gamma,0.72,53.9,7,47.3,0.87,3,1
11989,568.2,1,Alpha,0.42,63.6,7,55.8,1.05,3,0
11990,986.0,1,Beta,0.62,65.2,5,88.7,1.08,3,0
11991,584.5,0,Beta,0.61,66.2,3,63.8,0.63,4,0
11992,174.0,1,Beta,0.31,54.0,6,70.1,1.03,3,0
11993,785.6,1,Beta,0.9,71.6,1,49.8,0.95,3,0
11994,56.1,1,Alpha,0.45,73.3,6,69.0,1.39,3,0
11995,350.1,1,Alpha,0.5,69.6,3,49.1,1.83,3,0
11996,460.8,1,Beta,0.7,70.8,3,74.6,0.62,2,0
11997,151.7,1,Gamma,0.89,70.8,1,32.2,1.96,5,0
11998,50.3,1,Gamma,0.86,64.3,3,83.8,1.04,2,2
11999,229.7,1,Beta,0.63,70.7,5,45.0,0.67,3,1
12000,21.7,1,Beta,0.38,71.7,1,78.8,0.91,2,1
12001,524.4,1,Beta,0.35,62.3,4,56.6,1.01,3,0
12002,183.1,1,Gamma,0.6,68.5,5,72.0,1.46,4,0
12003,22.1,1,Beta,0.86,76.3,6,55.3,1.49,3,1
12004,211.8,1,Alpha,0.62,61.9,7,40.6,0.54,2,0
12005,394.8,0,Gamma,0.44,60.5,1,84.7,1.63,4,2
12006,28.8,1,Gamma,0.57,62.0,3,88.8,2.14,3,0
12007,0.7,1,Beta,0.6,67.2,5,37.2,0.64,2,0
12008,166.7,1,Alpha,0.75,60.2,5,78.8,1.73,3,1
12009,629.0,1,Beta,0.56,68.5,3,82.5,1.41,4,0
12010,180.5,1,Gamma,0.88,72.7,8,89.7,1.59,2,2
12011,481.8,1,Gamma,0.41,62.3,8,76.7,1.3,3,1
12012,467.1,0,Alpha,0.34,64.9,1,89.5,1.11,4,0
12013,27.7,1,Gamma,0.57,70.8,6,90.0,1.37,3,2
12014,876.0,0,Gamma,0.47,64.3,3,46.4,1.23,2,1
12015,644.8,0,Gamma,0.71,61.6,9,31.8,0.91,2,0
12016,231.8,1,Alpha,0.66,60.8,6,65.8,1.87,4,0
12017,379.8,0,Gamma,0.35,61.4,7,53.7,0.72,3,2
12018,40.3,1,Beta,0.61,57.8,8,87.1,0.62,3,0
12019,390.3,0,Beta,0.57,64.9,2,68.9,0.84,3,0
12020,147.2,1,Alpha,0.61,77.8,7,48.7,1.81,3,1
12021,394.8,1,Alpha,0.76,67.8,7,54.8,1.07,3,1
12022,259.4,1,Beta,0.89,67.9,9,55.6,0.76,4,1
12023,459.3,1,Beta,0.45,67.1,8,81.2,0.91,2,1
12024,170.2,1,Beta,0.38,56.9,5,62.2,1.23,3,0
12025,854.1,1,Alpha,0.82,58.6,2,48.0,1.87,3,1
12026,469.0,0,Gamma,0.31,63.1,9,35.1,1.12,5,0
12027,29.9,1,Beta,0.37,65.2,1,43.0,1.47,2,0
12028,158.8,1,Beta,0.32,60.8,9,58.2,0.83,2,0
12029,955.6,0,Beta,0.71,58.5,5,57.0,1.59,3,1
12030,147.9,1,Gamma,0.88,65.8,8,54.6,2.09,3,3
12031,305.9,1,Alpha,0.87,77.1,2,39.0,0.92,3,1
12032,85.3,1,Beta,0.49,73.2,5,44.3,0.7,3,1
12033,692.8,0,Beta,0.56,67.7,6,66.4,0.89,3,0
12034,704.7,1,Beta,0.36,62.0,6,61.7,0.76,3,0
12035,347.5,1,Gamma,0.5,65.9,3,36.3,0.92,4,1
12036,594.3,1,Beta,0.88,65.9,8,32.1,1.53,3,0
12037,221.8,1,Beta,0.79,70.9,7,35.3,1.36,2,1
12038,347.3,1,Alpha,0.79,74.5,8,41.1,1.09,3,0
12039,24.8,1,Alpha,0.85,73.4,3,64.4,0.7,2,0
12040,155.3,1,Gamma,0.8,69.0,9,88.2,0.93,2,1
12041,438.2,1,Alpha,0.52,52.4,8,87.4,0.97,3,1
12042,165.7,1,Beta,0.47,64.7,1,86.6,1.26,3,1
12043,106.0,1,Gamma,0.45,68.2,6,74.4,1.04,3,1
12044,10.9,1,Alpha,0.42,58.9,6,46.6,1.64,2,1
12045,165.7,1,Alpha,0.43,70.7,6,43.4,1.92,4,0
